"Name";"List of interests-value";"List of studies-value";"Professional Experience-value"
"clara 13";"[{""desc"":""National competitions."",""title"":""Debating""},{""desc"":""Long-distance running."",""title"":""Sports""},{""desc"":""Economic podcasts."",""title"":""Culture""}]";"[{""dates"":""1 Sep 2022 - 1 Jun 2025"",""field"":""not found"",""university"":""emlyon business school"",""country or city"":""Lyon, France"",""level_of_degree"":""Bachelor in Management (Global BBA)""},{""dates"":""1 Sep 2021 - 1 Jun 2022"",""field"":""not found"",""university"":""Lycée du Parc"",""country or city"":""Lyon, France"",""level_of_degree"":""Baccalauréat (Maths & Economics)""}]";"[{""dates"":""[ 1 Jun 2024 - 1 Dec 2024 ]"",""company"":""Roland Berger"",""job title"":""Strategy Analyst Intern"",""description"":""Conducted market and competitor analysis for industrialclients. Built Excel models and PowerPoint decks for seniorconsultants. Participated in client interviews and synthesis workshops."",""country or city"":""Paris, France""},{""dates"":""[ 1 Sep 2023 - 1 May 2024 ]"",""company"":""emlyon Junior Conseil"",""job title"":""Student Consultant"",""description"":""Delivered consulting missions for SMEs (market sizing, pricing). Led a team of 4 students on a retail optimization project."",""country or city"":""Lyon, France""}]"
"clara 12";"[{""desc"":""National competitions."",""title"":""Debating""},{""desc"":""Long-distance running."",""title"":""Sports""},{""desc"":""Economic podcasts."",""title"":""Culture""}]";"[{""dates"":""1 SEP 2022 - 1 JUN 2025"",""field"":""not found"",""university"":""emlyon business school"",""country or city"":""Lyon, France"",""level_of_degree"":""Bachelor in Management (Global BBA)""},{""dates"":""1 SEP 2021 - 1 JUN 2022"",""field"":""not found"",""university"":""Lycée du Parc"",""country or city"":""Lyon, France"",""level_of_degree"":""Baccalauréat (Maths & Economics)""}]";"[{""dates"":""1 Jun 2024 - 1 Dec 2024"",""company"":""Roland Berger"",""job title"":""Strategy Analyst Intern"",""description"":""Conducted market and competitor analysis for industrialclients. Built Excel models and PowerPoint decks for seniorconsultants. Participated in client interviews and synthesis workshops."",""country or city"":""Paris, France""},{""dates"":""1 Sep 2023 - 1 May 2024"",""company"":""emlyon Junior Conseil"",""job title"":""Student Consultant"",""description"":""Delivered consulting missions for SMEs (market sizing, pricing). Led a team of 4 students on a retail optimization project."",""country or city"":""Lyon, France""}]"
"clara 11";"[{""desc"":""National competitions."",""title"":""Debating""},{""desc"":""Long-distance running."",""title"":""Sports""},{""desc"":""Economic podcasts."",""title"":""Culture""}]";"[{""dates"":""1 SEP 2022 - 1 JUN 2025"",""field"":""not found"",""university"":""emlyon business school"",""country or city"":""Lyon, France"",""level_of_degree"":""BACHELOR IN MANAGEMENT (GLOBAL BBA)""},{""dates"":""1 SEP 2021 - 1 JUN 2022"",""field"":""not found"",""university"":""Lycée du Parc"",""country or city"":""Lyon, France"",""level_of_degree"":""BACCALAURÉAT (MATHS & ECONOMICS)""}]";"[{""dates"":""1 Jun 2024 - 1 Dec 2024"",""company"":""ROLAND BERGER"",""job title"":""STRATEGY ANALYST INTERN"",""description"":""Conducted market and competitor analysis for industrialclients. Built Excel models and PowerPoint decks for seniorconsultants. Participated in client interviews and synthesis workshops."",""country or city"":""PARIS, FRANCE""},{""dates"":""1 Sep 2023 - 1 May 2024"",""company"":""EMLYON JUNIOR CONSEIL"",""job title"":""STUDENT CONSULTANT"",""description"":""Delivered consulting missions for SMEs (market sizing, pricing). Led a team of 4 students on a retail optimization project."",""country or city"":""LYON, FRANCE""}]"
"amelie 14";"[{""desc"":""Climate-related student initiatives."",""title"":""Environmental Engagement""},{""desc"":""Yoga and mindfulness."",""title"":""Wellness""}]";"[{""dates"":""1 Sep 2022 - 1 Jun 2025"",""field"":""not found"",""university"":""Paris School of Economics"",""country or city"":""Paris"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""1 Sep 2021 - 1 Jun 2022"",""field"":""not found"",""university"":""Lycée Louis-le-Grand"",""country or city"":""Paris"",""level_of_degree"":""Baccalauréat (Economics & Sciences)""}]";"[{""dates"":""[ 1 Jun 2024 - 1 Dec 2024 ]"",""company"":""EY Climate Change & Sustainability Services"",""job title"":""Sustainability Consulting Intern"",""description"":""Contributed to ESG diagnostics and carbon footprint analyses for corporate clients.\nAssisted in the preparation of sustainability reports aligned with CSRD standards.\nConducted benchmarking on sustainable business practices across industries."",""country or city"":""Paris | Country: France""},{""dates"":""[ 1 Sep 2023 - 1 May 2024 ]"",""company"":""Environmental NGO"",""job title"":""Project Coordinator (Part-time)"",""description"":""Coordinated sustainability awareness projects with universities. Managed project\ntimelines, budgets, and stakeholder communication. Prepared impact assessment\nreports."",""country or city"":""Paris | Country: France""}]"
"amelie 13";"[{""desc"":""Climate-related student initiatives."",""title"":""Environmental Engagement""},{""desc"":""Yoga and mindfulness."",""title"":""Wellness""}]";"{""studies"":[{""dates"":""[ 1 Sep 2022 - 1 Jun 2025 ]"",""field"":""not found"",""university"":""Paris School of Economics"",""country or city"":""Paris"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""[ 1 Sep 2021 - 1 Jun 2022 ]"",""field"":""not found"",""university"":""Lycée Louis-le-Grand"",""country or city"":""Paris"",""level_of_degree"":""Baccalauréat (Economics & Sciences)""}]}";"[{""dates"":""[ 1 Jun 2024 - 1 Dec 2024 ]"",""company"":""EY Climate Change & Sustainability Services"",""job title"":""Sustainability Consulting Intern"",""description"":""Contributed to ESG diagnostics and carbon footprint analyses for corporate clients. Assisted in the preparation of sustainability reports aligned with CSRD standards. Conducted benchmarking on sustainable business practices across industries."",""country or city"":""Paris, France""},{""dates"":""[ 1 Sep 2023 - 1 May 2024 ]"",""company"":""Environmental NGO"",""job title"":""Project Coordinator (Part-time)"",""description"":""Coordinated sustainability awareness projects with universities. Managed project timelines, budgets, and stakeholder communication. Prepared impact assessment reports."",""country or city"":""Paris, France""}]"
"amelie 12";"[{""desc"":""Climate-related student initiatives."",""title"":""Environmental Engagement""},{""desc"":""Yoga and mindfulness."",""title"":""Wellness""}]";"[{""dates"":""1 SEP 2022 - 1 JUN 2025"",""field"":""not found"",""university"":""Paris School of Economics"",""country or city"":""Paris, France"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""1 SEP 2021 - 1 JUN 2022"",""field"":""not found"",""university"":""Lycée Louis-le-Grand"",""country or city"":""Paris, France"",""level_of_degree"":""Baccalauréat (Economics & Sciences)""}]";"[{""dates"":""1 Jun 2024 - 1 Dec 2024"",""company"":""EY Climate Change & Sustainability Services"",""job title"":""Sustainability Consulting Intern"",""description"":""Contributed to ESG diagnostics and carbon footprint analyses for corporate clients. Assisted in the preparation of sustainability reports aligned with CSRD standards. Conducted benchmarking on sustainable business practices across industries."",""country or city"":""Paris, France""},{""dates"":""1 Sep 2023 - 1 May 2024"",""company"":""Environmental NGO"",""job title"":""Project Coordinator (Part-time)"",""description"":""Coordinated sustainability awareness projects with universities. Managed project timelines, budgets, and stakeholder communication. Prepared impact assessment reports."",""country or city"":""Paris, France""}]"
"amelie 11";"[{""desc"":""Climate-related student initiatives."",""title"":""Environmental Engagement""},{""desc"":null,""title"":""Yoga and mindfulness""}]";"[{""dates"":""1 SEP 2022 - 1 JUN 2025"",""field"":""not found"",""university"":""Paris School of Economics"",""country or city"":""Paris, France"",""level_of_degree"":""Bachelor in Management & Sustainability""},{""dates"":""1 SEP 2021 - 1 JUN 2022"",""field"":""not found"",""university"":""Lycée Louis-le-Grand"",""country or city"":""Paris, France"",""level_of_degree"":""Baccalauréat (Economics & Sciences)""}]";"[{""dates"":""1 Jun 2024 - 1 Dec 2024"",""company"":""EY CLIMATE CHANGE & SUSTAINABILITY SERVICES"",""job title"":""SUSTAINABILITY CONSULTING INTERN"",""description"":""Contributed to ESG diagnostics and carbon footprint analyses for corporate clients. Assisted in the preparation of sustainability reports aligned with CSRD standards. Conducted benchmarking on sustainable business practices across industries."",""country or city"":""PARIS, FRANCE""},{""dates"":""1 Sep 2023 - 1 May 2024"",""company"":""ENVIRONMENTAL NGO"",""job title"":""PROJECT COORDINATOR (PART-TIME)"",""description"":""Coordinated sustainability awareness projects with universities. Managed project timelines, budgets, and stakeholder communication. Prepared impact assessment reports."",""country or city"":""PARIS, FRANCE""}]"
"thomasl 40";"[{""desc"":""Backpacking road-trip in Southeast Asia (Solo, 1 month)."",""title"":""Travel""},{""desc"":""Running (Training for Paris Half-Marathon)."",""title"":""Sports""},{""desc"":""Tech Blogger (AI and NoCode) - 1k monthly visitors."",""title"":""Tech""}]";"[{""dates"":""2023-2026"",""field"":""not found"",""university"":""IUT Lyon 1 / École du Web Lyon"",""country or city"":""Lyon, France"",""level_of_degree"":""Bachelor in Digital Project Management""}]";"[{""dates"":""Jan 2025 - Jun 2025"",""company"":""PayFast FinTech"",""job title"":""CEO's Right Hand / Executive Intern"",""description"":""Contributed to the Go-to-market strategy for the launch of a new B2B offer. Growth Hacking: Automating LinkedIn prospecting (+30 qualified leads/week). Video content creation and social media management"",""country or city"":""Paris, France""},{""dates"":""Jan 2024 - Jan 2026"",""company"":""not found"",""job title"":""Freelancer / Self-Employed, Web Development & Marketing"",""description"":""Designed websites for 5 local SMEs (WordPress & Shopify). Managed Facebook Ads campaigns (Budget €2k, ROI x3). Full client relationship management: Briefing, quoting, and invoicing."",""country or city"":""Lyon""}]"
"thomasl 39";"[{""desc"":""Backpacking road-trip in Southeast Asia (Solo, 1 month)."",""title"":""Travel""}]";"{""studies"":[{""dates"":""2023-2026"",""field"":""not found"",""university"":""IUT Lyon 1 / École du Web, Lyon, France"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Digital Project Management""}]}";"[{""dates"":""01/2025-06/2025"",""company"":""PayFast"",""job title"":""CEO's Right Hand / Executive Intern"",""description"":""Contributed to the Go-to-market strategy for the launch of a new B2B offer. Growth Hacking: Automating LinkedIn prospecting (+30 qualified leads/week). Video content creation and social media management"",""country or city"":""Paris, France""},{""dates"":""01/2024-01/2026"",""company"":""not found"",""job title"":""Freelancer / Self-Employed"",""description"":""Designed websites for 5 local SMEs (WordPress & Shopify). Managed Facebook Ads campaigns (Budget €2k, ROI x3). Full client relationship management: Briefing, quoting, and invoicing."",""country or city"":""Lyon""}]"
"thomasl 38";"[{""desc"":""Backpacking road-trip in Southeast Asia (Solo, 1 month)."",""title"":""Travel""},{""desc"":""Running (Training for Paris Half-Marathon)."",""title"":""Sports""}]";"[{""dates"":""2023 - 2026"",""field"":""not found"",""university"":""IUT Lyon 1 / École du Web"",""country or city"":""Lyon, France"",""level_of_degree"":""Bachelor in Digital Project Management""}]";"[{""dates"":""Jan 2025 - Jun 2025"",""company"":""PayFast FinTech (Station F)"",""job title"":""CEO's Right Hand / Executive Intern"",""description"":""Contributed to the Go-to-market strategy for the launch of a new B2B offer. Growth Hacking: Automating LinkedIn prospecting (+30 qualified leads/week). Video content creation and social media management"",""country or city"":""Paris, France""},{""dates"":""Jan 2024 - Jan 2026"",""company"":""not found"",""job title"":""Freelancer / Self-Employed, Web Development & Marketing"",""description"":""Designed websites for 5 local SMEs (WordPress & Shopify). Managed Facebook Ads campaigns (Budget €2k, ROI x3). Full client relationship management: Briefing, quoting, and invoicing."",""country or city"":""Lyon""}]"
"thomasl 37";"[{""desc"":""Backpacking road-trip in Southeast Asia (Solo, 1 month)."",""title"":""Travel""},{""desc"":""Running (Training for Paris Half-Marathon)."",""title"":""Sports""}]";"[{""dates"":""2023 -2026"",""field"":""not found"",""university"":""IUT Lyon 1/ École du Web, Lyon, France"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Digital Project Management""}]";"[{""dates"":""Jan 2025 - Jun 2025"",""company"":""PayFast FinTech (Station F)"",""job title"":""CEO's Right Hand / Executive Intern"",""description"":""Contributed to the Go-to-market strategy for the launch of a new B2B offer. Growth Hacking: Automating LinkedIn prospecting (+30 qualified leads/week). Video content creation and social media management"",""country or city"":""Paris, France""},{""dates"":""Jan 2024 - Jan 2026"",""company"":""not found"",""job title"":""Freelancer / Self-Employed"",""description"":""Designed websites for 5 local SMEs (WordPress & Shopify). Managed Facebook Ads campaigns (Budget €2k, ROI x3). Full client relationship management: Briefing, quoting, and invoicing."",""country or city"":""Lyon""}]"
